"언제부터인지 습관처럼 연락하고
마주한 시간이 더는 설레질 않아
하루 종일 반복되는 다툼까지도
사소하게 쌓인 오해마저
어떤 말로 풀어야 하는지
익숙한 탓인지 조금은 지겹기도 해
혼자인 시간이 가끔은 그립기도 해
하루 종일 궁금하던 너의 안부도
더는 쉽게 물어볼 수 없는
그런 감정에 하루를 살아
넌 어떻게 지내는 건지
혹시 나와 같은 지 바쁜 일상 속에
내 생각 같은 건 하지 않는지
날 만나 사랑했던 걸
후회하진 않는지 끝이라는 게
생각보다 쉬운 일인 건 아닌지
쉬울 줄 알았어 널 마주하기 전에는
마음과는 달랐어
왜 이렇게 아픈 건지
생각보다 너무 쉽게
잊혀질 걸 알면서
왜 함께한 날들이 떠오르는지
넌 어떻게 지내는 건지
혹시 나와 같은 지 바쁜 일상 속에
내 생각 같은 건 하지 않는지
날 만나 사랑했던 걸
후회하진 않는지 끝이라는 게
생각보다 쉬운 일인 건 아닌지
사실 잠시뿐인 걸 알고는 있지만
어떤 말로
우리를 끝내 보내야 하는지
널 다시 만날 수 있을까
함께 나눈 그 많은 말들과 온기가
거짓말처럼 지워질까
어떤 말도 할 수 없는
마지막을 건네는 너의 표정이
돌아선 지금도 지워지지를 않아
그때의 너는 어떤 마음이었을까",발라드
"I can’t believe
기다렸던 이런 느낌
나만 듣고 싶은 그녀는 나의 멜로디
하루 종일 go on and on and oh
떠나지 않게 그녈 내 곁에
Don’t mess up my tempo
들어봐 이건 충분히
I said don’t mess up my tempo
그녀의 맘을 훔칠 beat
어디에도 없을 리듬에 맞춰 1 2 3
Don’t mess up my tempo
멈출 수 없는 이끌림
매혹적인 넌 lovely
틈 없이 좁혀진 거리
불규칙해지는 heartbeat
잠시 눈을 감아 trust me
밖으로 나갈 채비 미리 해둬
Are you ready
오늘은 내가 캐리
도시 나 사이의 케미
이미 나와 놓곤 뭐가 창피해 ma boo
어정쩡 어버버 할 필요 없다고
챙길 건 없으니 손잡아 my lady
가는 길마다 레드 카펫
또 런웨이인걸
발걸음이 남달라
지금 이 속도 맞춰보자 tempo
Baby girl 아침을
설레게 하는 모닝콜
매일 봐도 보고 싶은 맘인걸
지금부터 나와 Let’s get down
모든 것이 완벽하게 좋아
So don’t slow it up for me
Don’t mess up my tempo
들어봐 이건 충분히
I said don’t mess up my tempo
그녀의 맘을 훔칠 beat
어디에도 없을 리듬에 맞춰 1 2 3
Don’t mess up my tempo
멈출 수 없는 이끌림
주윌 둘러봐 lovely
틈 없이 좁혀진 거리
너에게 맞춰진 heartbeat
하고 싶은 대로 teach me
여긴 내 구역 Don't test me
혼자 있기 어색하다면
보내줘 message
Now you got me flexin’
주윌 둘러봐
널 보는 들러리들 속
위대한 개츠비 Hold on wow
I’m doing alright baby girl
you don't know
치워 네 머리 위에 물음표
내 사전에 없는 LIE
너는 이미 자연스럽게
맞추고 있어 내 tempo
Baby girl 내 어깨에
살짝 기댄 그대의
아련한 향기가 다시 내 맘에
소용돌이치며 몰아친다
이대로 난 영원하고 싶다
So don’t mess up my tempo baby
Don’t slow it up for me
Don’t mess up my tempo
Don’t mess up my tempo
Don’t mess up my tempo
Don’t mess up my tempo
Don’t mess up my tempo
Don’t mess up my tempo
Don’t mess up my tempo
내 눈을 바라보고 말해
나의 귓가에만 닿게
나만 사랑한다 말해
나밖에 없다고 말해
더 이상 흔들리지 않게
절대 널 뺏기지 않게
누구도 건들 수 없게
내 곁에 너를 지킬게
내 마음이 느껴지니
나를 감싸 안은
유일한 나만의 savior
모두 그런 널 바라보게 돼
I can’t believe
기다렸던 이런 느낌
나만 듣고 싶은 그녀는 나의 멜로디
하루 종일 go on and on and oh
떠나지 않게 그녈 내 곁에
Don’t mess up my tempo
따라와 이건 충분히
I said don’t mess up my tempo
완전히 다른 색의 beat
어디에도 없을 이런 완벽한 1 2 3
Don’t mess up my tempo
멈출 수 없는 이끌림",댄스
"그럴 수도 있지 생각했어
잊어 보려 했어
지난 날의 모든 걸 노력했어
다시 시작해 보려고 했어
내겐 너 아니면 안 되는 걸 아니까
정말 그랬어
쉽게 잊혀지진 않았어
누구도 그랬을 거야
아무렇지 않진 않아도
이렇게까지 힘이 드는 건
널 처음 만나
설레었던 기억들이
꼭 어제처럼
선명해서 지워지질 않아
내가 알던 네 모습도 이젠
거짓말 같아서
믿을 수 없는 걸
헤어지자
어떻게 네가 그럴 수 있어
마치 내게 했던 말이 무색해지게
다 끝인 거야
쉽게 꺼낸 말은 아니야
누구도 그랬을 거야
아무렇지 않진 않아도
이렇게까지 힘이 드는 건
널 처음 만나
설레었던 기억들이
꼭 어제처럼
선명해서 지워지질 않아
내가 알던 네 모습도 이젠
거짓말 같아서
믿을 수 없는 걸
다 없었던 기억처럼
널 지울 수 있게
아무 말도 하지 말아 줘
왜 바보처럼
네가 했던 그 모든 말들을
난 믿었는데
어떻게 다 잊으라는 건지
내가 알던 네 모습도 이젠
거짓말 같아서
처음 만나 함께한 모든 게
헤어지자
이제 우리",발라드
"오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만
그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서
한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어",발라드
"라라라라라라라 라라라라라라라
You and me in the moonlight
별 꽃 축제 열린 밤
파도 소리를 틀고 춤을 추는 이 순간
이 느낌 정말 딱야
바다야 우리와 같이 놀아
바람아 너도 이쪽으로 와
달빛 조명 아래서 너와 나와 세상과
다 같이 Party all night long yeah
it’s good
If you wanna have some fun
짭짤한 공기처럼 이 순간의 특별한
행복을 놓치지마
One two three let’s go
저 우주 위로 날아갈 듯 춤추러 가
Hey Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
Dance the night away
Let’s dance the night away
Dance the night away
Let’s dance the night away
You and me in this cool night
미소 짓는 반쪽 달
그 언젠가 너와 나 저 달 뒷면으로 가
파티를 열기로 약속
yeah it’s good
If you wanna have some fun
은빛 모래알처럼 이 순간의 특별한
행복을 놓치지 마
One two three let’s go
저 우주 위로 날아갈 듯 춤추러 가
Hey Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
오늘이 마지막인 듯
소리 질러 저 멀리
끝없이 날아오를 듯
힘껏 뛰어 더 높이
오늘이 마지막인 듯
소리 질러 저 멀리
쏟아지는 별빛과
Let’s dance the night away
Let’s dance the night away
One two three let’s go
저 바다 건너 들릴 듯 소리 질러
let’s dance the night away
Let’s dance the night away
Dance the night away
Dance the night away
Dance the night away
Let’s dance the night away",댄스
"맞이하고 보내준 수 많은 일 년 중
그대 내게 떠났던 그 해가 있었죠
어디에 있을까 잘 지내 지나요
아팠던 건 잘 보내 줬나요
날 떠나겠다는 말 참 힘들었어요
사랑한단 말도 그대가 했기에
거기서 떠나요 나도 잘 떠났으니
이제야 그댈 이해하네요
사랑 누구나 하는
흔하디 흔한 이야기
시작의 이유도 헤어짐의 이유도
그땐 모르기에 그저 치열한 날들
우린 어떤 사랑을 했었나요
그 가슴에
가지 말라는 말 왜 안 했겠어요
혹시 싫어할까 가슴에 남긴 말
그대는 그 날로 나를 지워갔겠죠
이제야 그댈 보고 싶은데
사랑 누구나 하는
흔하디 흔한 이야기
숨마저 못 쉬던 걸을 수조차 없던
이별이 기다려 모두 가져간 날들
우린 어떤 이유가 있었나요
떠나던 날
익숙함을 핑계 삼아야 했던
그날이 이제는 그리워질 텐데
말을 못해서 표현 못해서
그댈 단 하루라도
사랑하지 않은 적이 없단 걸
사랑 누구나 하는
흔하디 흔한 이야기
시작의 이유도 헤어짐의 이유도
그땐 모르기에 그저 치열한 날들
우린 어떤 사랑을 했었나요
그 가슴에
사랑 누구나 하는
흔하디 흔한 이야기
숨마저 못 쉬던 걸을 수 조차 없던
이별이 기다려 모두 가져간 날들
우린 어떤 이유가 있었나요
떠나던 날",발라드
"한참을 내 옆에서 지켜주던
무던한 사람
가끔 네 욕을 해도 내 편이 돼주는
착한 사람
새 사랑을 시작하는 게
아직 겁나는데
이런 나라도 좋대
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
아무 말도 못했어
이젠 나도 행복해도 돼
듣지 못할 답을
왜 너에게 묻는건지
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
고개만 끄덕였어
나 괜찮은거지
사랑해도 되지
니가 못해준
그때보다 더 예쁜사랑
전부 해 줄 사람을 만났어
오늘같이 기뻐해야 하는날
왜 혼자 미안하고 눈물이 나야해
말 없이 나를 안아주는 그품에
이제 너를 보내야 할까봐
미안해 이제 안녕
미안해 정말 안녕",발라드
"누구 없소
나를 붙잡아줄 님은 없소
눈을 씻고 찾아봐도 보이지가 않는데
어디 있소
나를 데려가 줄 님은 없소
난 더 이상 못 참겠소
내게 다가와 주오
똑같은 거리 같은 달빛 속에서
똑같은 자리 같은 잠에 들겠지
이제는 누군갈 더하고 싶어
짙은 외로움 거두고 싶어
I don't wanna be alone anymore
똑똑 누구 없소
똑똑 난 여기 있소 똑똑 거기
누구 없소
똑똑 넌 어디 있소
대답해주오
누구 없소
I don't know
I don't know
I don't know
대체 님은 어디에
I don't know
I don't know
I don't know
I don't care about shit
거기 누구 없소
이 주인 없는 그리움을 어쩌냐는
말이오
혼자인 밤은 여전히 잠들기가 아쉬워
머문 적도 없는 나의 님은 대체
어딜 그리도 급하게 가시오
누구 없소
대단히 별 볼 일 없는
나의 하루하루에는 필요해 별일
어지러운 도시와 외로운 이 현실
속에서
나를 데리고 도망가 주오 멀리
누구 없소
똑같은 거리 같은 달빛 속에서
똑같은 자리 같은 잠에 들겠지
이제는 누군갈 더하고 싶어
짙은 외로움 거두고 싶어
I don't wanna be alone anymore
똑똑 누구 없소
똑똑 난 여기 있소 똑똑 거기
누구 없소
똑똑 넌 어디 있소
대답해주오
누구 없소
I don't know
I don't know
I don't know
대체 님은 어디에
I don't know
I don't know
I don't know
I don't care about shit
유난히 긴 밤의 허릴 베어내고
또 이불 아래 고이 모셔놓으리
기다리고 기다리던
그대가 오신 날 밤에
꺼내 드리오리다
똑똑 누구 없소
I don't know
I don't know
I don't know
대체 님은 어디에
똑똑 여봐라
I don't know
I don't know
I don't know
I don't care about shit
똑똑 여봐라
누구 없소
여보세요 거기 누구
여보세요 거기 누구
I don't know
I don't know
I don't know
누구 없소
여보세요 거기 누구
똑똑 누구
여보세요 거기 누구
똑똑 누구 없소
날 미치게 할
숨 쉬게 할
들뜨게 할
똑똑 누구 없소",댄스
"사랑을 만나 이별을 하고
수없이 많은 날을 울고 웃었다
시간이란 건 순간이란 게
아름답고도 아프구나
낭만 잃은 시인 거의 시체 같아
바라고 있어 막연한 보답
아픔을 피해 또 다른 아픔을 만나
옆에 있던 행복을 못 찾았을까
너를 보내고 얼마나
나 많이 후회했는지 몰라
지금 이 순간에도 많은 걸
놓치고 있는데 말이야
시간은 또 흘러 여기까지 왔네요
지금도 결국 추억으로 남겠죠
다시 시작하는 게 이젠 두려운걸요
이별을 만나 아플까 봐
사랑을 만나 이별을 하고
수없이 많은 날을 울고 웃었다
시간이란 건 순간이란 게
아름답고도 아프구나
Yeah love then pain love then pain
Yeah let's learn from our mistakes
우린 실패로부터 성장해
성장해
사랑은 하고 싶지만
Nobody wants to deal
with the pain that follows no
I understand them though
Yeah 이해돼 이해돼
사랑이라는 게
매일 웃게 하던 게
이제는 매일 괴롭게 해
괴로워
아픈 건 없어지겠지만
상처들은 영원해
But that's why it's called
beautiful pain
시간은 슬프게 기다리질 않네요
오늘도 결국 어제가 되겠죠
다시 시작하는 게
너무나 힘든걸요
어김없이 끝이 날까 봐
사랑을 만나 이별을 하고
수없이 많은 날을 울고 웃었다
시간이란 건 순간이란 게
아름답고도 아프구나
사랑이란 건 멈출 수 없다
아픔은 반복돼
이렇게도 아픈데 또 찾아와
사랑은 남몰래
우린 누구나가 바보가 돼
무기력하게도 한순간에
오래도록 기다렸다는 듯
아픈 사랑 앞에 물들어가
그대를 만나 사랑을 하고
그 어떤 순간보다 행복했었다
그대는 부디 아프지 말고
아름다웠길 바란다
사랑을 만나 이별을 하고
수없이 많은 날을 울고 웃었다
시간이란 건 순간이란 게
아름답고도 아프구나",발라드
"우리 딱 약속해
난 친구는 못 해
깨끗하게
아예
가끔 참 야속해
사랑 빼면 원래
우린 남이야
아예
하나도 안 미안해
속이 다 후련해
드디어 내 시간이 많이 생겼네
음 근데 뭘 해야 하지 이제
Reset set set
또다시 Bad bad bad boy
로 돌아가 시원하게 밀어낼 때 때 때
영화관 대신 PC방
주말엔 날 찾지 마
새로운 만남 어딜 갈까
휘파람이 절로 나와
한 편의 영화처럼
사랑해도
열린 결말은 싫어
그 주인공들처럼
울고 불며
후회하긴 싫어
아예
우리 딱 약속해
난 친구는 못 해
깨끗하게
아예
가끔 참 야속해
사랑 빼면 원래
우린 남이야
아예
ㅇㅏㅇㅖ 내 눈 앞에서
ㅇㅏㅇㅖ 떠나가 버려
이제는 Bye bye
이별 앞에 가위
지고는 못 사는 너이기에
싹 자를게 실오라기
게 같다 나란 놈
쫑 내자 맘먹고도 집게 손
은 너의 옷깃 잡은 채로
굳어버려 난 순애보
한 편의 영화처럼
사랑해도
열린 결말은 싫어
그 주인공들처럼
울고 불며
질척대긴 싫어
아예
우리 딱 약속해
난 친구는 못 해
깨끗하게
아예
가끔 참 야속해
사랑 빼면 원래
우린 남이야
아예
I don’t care 너의 피눈물도
I don’t care 난 원래 이런 놈
네가 알던 착한 바본 여기 없어
oh no
I don’t care 너의 주변에서
I don’t care 나 쓰레기 돼도
그냥 욕을 해 그래 그렇게
더는 미련 없게
아예
It’s over
우리 딱 약속해
난 친구는 못 해
깨끗하게
아예
It’s over
가끔 참 야속해
사랑 빼면 원래
우린 남이야
아예
It’s over",댄스
"Hey hey hey yass whoo
Beep beep
Hey hey hey hey hey hey
I see that I’m icy
Go rising up up
I see that I’m icy
차갑게 보여도 어떡해
Cool한 나니까 눈치 볼 마음 없어 Oh
Come on
당당하게 Let it go
Here we go
길거리를 누비고
On a roll
Background music이 깔려
Bomb bomb bomb bomb
Icy but I'm on fire
내 안에 있는 Dream 난 자신 있어
날 봐 I'm not a liar
너의 틀에 날 맞출 맘은 없어
Dance
다들 Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
다들 Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
Ring ring ring 울려 All day long
모두 날 찾느라 바빠
이 노래가 Your favorite song
그렇게 될 걸 잘 알아
Hey 이 맛은 마치
딱 살얼음같이
Bling bling bling 반짝이는 걸
별빛같이 Icy
Uhh shout out to 내 엄마
Thank you to 우리 Papa
좋은 것만 쏙 빼닮아
짠짠짜짠짠짠
당당하게 Let it go
Here we go
길거리를 누비고
On a roll
Background music이 깔려
Bomb bomb bomb bomb
Icy but I'm on fire
내 안에 있는 Dream 난 자신 있어
날 봐 I'm not a liar
너의 틀에 날 맞출 맘은 없어
다들 Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
다들 Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
Get it
Hey
Shake it
Hey
Yeah come on girls
더더 빨리 달려
Don't care what they say
내 답은 내가 아니까 It's OK
Dance
Up up up up up we go
끝없이 위로 위로
절대 멈추지 않고
No one can stop us now
Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
다들 Blah blah
참 말 많아 난 괜찮아
계속 Blah blah
They keep talkin' I keep walkin'
I see that I’m icy
I see that I’m icy
I see that I’m icy
I see that I’m icy",댄스
가사,장르
"오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만
그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서
한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어",발라드
"모든 게 궁금해
How’s your day
Oh tell me
뭐가 널 행복하게 하는지
Oh text me
Your every picture
내 머리맡에 두고 싶어
oh bae
Come be my teacher
네 모든 걸 다 가르쳐줘
Your 1 your 2
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
I have waited longer
For a boy with
For a boy with luv
널 알게 된 이후 ya
내 삶은 온통 너 ya
사소한 게 사소하지 않게
만들어버린 너라는 별
하나부터 열까지 모든 게 특별하지
너의 관심사 걸음걸이 말투와
사소한 작은 습관들까지
다 말하지 너무 작던
내가 영웅이 된 거라고
Oh nah
난 말하지 운명 따윈
처음부터 내 게 아니었다고
Oh nah
세계의 평화
No way
거대한 질서
No way
그저 널 지킬 거야 난
Boy with luv
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
You got me high so fast
네 전부를 함께하고 싶어
Oh my my my oh my my my
You got me fly so fast
이제 조금은 나 알겠어
Love is nothing stronger
Than a boy with luv
Love is nothing stronger
Than a boy with luv
툭 까놓고 말할게
나도 모르게 힘이 들어가기도 했어
높아버린 sky
커져버린 hall
때론 도망치게 해달라며 기도했어
But 너의 상처는 나의 상처
깨달았을 때 나 다짐했던 걸
니가 준 이카루스의 날개로
태양이 아닌 너에게로
Let me fly
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
Love is nothing stronger
Than a boy with luv",댄스
"Psycho

널 어쩌면 좋을까
이런 맘은 또 첨이라
Up &amp; Down이 좀 심해
조절이 자꾸 잘 안돼
하나 확실한 건
I don’t play the game

우리 진짜 별나대
그냥 내가 너무 좋아해
넌 그걸 너무 잘 알고
날 쥐락펴락해
나도 마찬가지인걸

우린 참 별나고 이상한 사이야
서로를 부서지게
(부서지게)
그리곤 또 껴안아
(그리곤 또 껴안아)

You got me feeling like a
psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
이해가 안 간대
웃기지도 않대

맞아 Psycho psycho
서로 좋아 죽는 바보 바보
너 없인 어지럽고 슬퍼져
기운도 막 없어요
둘이 잘 만났대
Hey now we’ll be ok

Hey trouble
경고 따윈 없이 오는 너
I’m original visual
우린 원래 이랬어 Yeah
두렵지는 않아
(흥미로울 뿐)
It’s hot! Let me just hop
어떻게 널 다룰까? Ooh

어쩔 줄을 몰라 너를 달래고
매섭게 발로 차도
가끔 내게 미소 짓는 널
어떻게 놓겠어 Ooh

우린 아름답고 참 슬픈 사이야
서로를 빛나게 해
(Tell me now)
마치 달과 강처럼
그리곤 또 껴안아

You got me feeling like a
psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
이해가 안 간대
웃기지도 않대

맞아 Psycho psycho
서로 좋아 죽는 바보 바보
너 없인 어지럽고 슬퍼져
기운도 막 없어요
둘이 잘 만났대
Hey now we’ll be ok

Don’t look back
그렇게 우리답게 가보자
난 온몸으로 널 느끼고 있어
Everything will be ok

(You got me feeling like a psycho)
Like a psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
둘이 잘 만났대
Hey now we’ll be ok

Hey now we’ll be ok
Hey now we’ll be ok
Hey now we’ll be ok
Hey now we’ll be ok

It’s alright
It’s alright

Hey now we’ll be ok
Hey now we’ll be ok
Hey now we’ll be ok
Hey now we’ll be ok

It’s alright
It’s alright

우린 좀 이상해",댄스
"일부러 몇 발자국 물러나
내가 없이 혼자 걷는 널 바라본다
옆자리 허전한 너의 풍경
흑백 거리 가운데 넌 뒤돌아본다
그때 알게 되었어
난 널 떠날 수 없단 걸
우리 사이에 그 어떤 힘든 일도
이별보단 버틸 수 있는 것들이었죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
두세 번 더 길을 돌아갈까
적막 짙은 도로 위에 걸음을 포갠다
아무 말 없는 대화 나누며
주마등이 길을 비춘 먼 곳을 본다
그때 알게 되었어
난 더 갈 수 없단 걸
한 발 한 발 이별에 가까워질수록
너와 맞잡은 손이 사라지는 것 같죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데",발라드
"Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shoes on get up in the morn
Cup of milk let’s rock and roll
King Kong kick the drum
rolling on like a rolling stone
Sing song when I’m walking home
Jump up to the top LeBron
Ding dong call me on my phone
Ice tea and a game of ping pong
This is getting heavy
Can you hear the bass boom
I’m ready
Life is sweet as honey
Yeah this beat cha ching
like money
Disco overload I’m into
that I’m good to go
I'm diamond you know I glow up
Hey so let’s go
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Bring a friend join the crowd
Whoever wanna come along
Word up talk the talk
just move like we off the wall
Day or night the sky’s alight
So we dance to the break of dawn
Ladies and gentlemen
I got the medicine
so you should keep ya
eyes on the ball huh
This is getting heavy
Can you hear the bass boom
I’m ready
Life is sweet as honey
Yeah this beat cha ching
like money
Disco overload
I’m into that I’m good to go
I'm diamond you know I glow up
Let’s go
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah",댄스
"눈이 부시게 웃던 널 기억해
이제는 다시 볼 수 없게 됐지만
끝내 붙잡았던 기억들만
이 겨울을 지나간다
나지막이 들리지 않게 전하는
기다릴게 이 한마디 대신
피고 진다 뜨겁게 시린 우리 사랑
보내지 못한 계절처럼
피어나 단 한 번도 겨울이 없었던 것처럼
피어나 언제라도 사랑스러운 그대로
추억은 지나버린 계절에
그대로 놓아두고서
그래 처음처럼
가슴속에 켜켜이 쌓은 그리움
이 눈물로 흘려내면 그뿐
이 눈물이 그댈 피워낼 수 있다면
그걸로 나는 괜찮은걸
피어나 단 한 번도 겨울이 없었던 것처럼
피어나 언제라도 사랑스러운 그대로
스치듯 그대 곁에 맴도는
이 작은 한마디조차
여기 남겨두고
아픈 기억은 여기 남기고
피어나 우리 처음 만났던 그때 그대처럼
피어나 사랑했던 그대 모습 그대로
추억은 지나버린 계절에
그대로 놓아두고서
마치 처음처럼",발라드
"보란 듯이 무너졌어
바닥을 뚫고 저 지하까지
옷 끝자락 잡겠다고
저 높이 두 손을 뻗어봐도

다시 캄캄한 이곳에 light up the sky
네 두 눈을 보며 I’ll kiss you goodbye
실컷 비웃어라 꼴좋으니까
이제 너희 하나 둘 셋

Ha how you like that?
You gon’ like that that that that that
How you like that?
How you like that that that that that

Now look at you now look at me
Look at you now look at me
Look at you now look at me

How you like that

Now look at you now look at me
Look at you now look at me
Look at you now look at me

How you like that

Your girl need it all and that’s a hundred
백 개 중에 백 내 몫을 원해
Karma come and get some
딱하지만 어쩔 수 없잖아
What’s up, I’m right back
방아쇠를 cock back
Plain Jane get hijacked
Don’t like me? Then tell me how you like that

더 캄캄한 이곳에 shine like the stars
그 미소를 띠며 I’ll kiss you goodbye

실컷 비웃어라 꼴좋으니까
이제 너희 하나 둘 셋

Ha how you like that?
You gon’ like that that that that that
How you like that?
How you like that that that that that

Now look at you now look at me
Look at you now look at me
Look at you now look at me

How you like that

Now look at you now look at me
Look at you now look at me
Look at you now look at me

How you like that

날개 잃은 채로 추락했던 날
어두운 나날 속에 갇혀 있던 날
그때쯤에 넌 날 끝내야 했어
Look up in the sky it’s a bird it’s a plane

Bring out your boss bish

BLACKPINK!

How you like that
You gon’ like that",댄스
